Video_ID,Title,Artist,Channel,Published_At,URL,ImageURL
uHBaHQau8b4,مهرجان بنت الجيران &quot; بهوايا انتي قاعده معايا &quot; حسن شاكوش و عمر كمال - توزيع اسلام ساسو,حسن شاكوش - Hassan Shakosh,حسن شاكوش - Hassan Shakosh,2019-12-05T16:00:11Z,https://www.youtube.com/watch?v=uHBaHQau8b4,https://i.ytimg.com/vi/uHBaHQau8b4/mqdefault.jpg
SQURSBeFxCE,Hamada Helal - Mastoul | حمادة هلال - مسطول,Hamada Helal - حماده هلال,Hamada Helal - حماده هلال,2016-03-19T21:29:57Z,https://www.youtube.com/watch?v=SQURSBeFxCE,https://i.ytimg.com/vi/SQURSBeFxCE/mqdefault.jpg
0LS82UXx55k,اغنيه ( روقان ) حوده بندق - من مسلسل رحيل بطوله ياسمين صبري و احمد صلاح حسني الحلقه 8,Houda Bondok,Houda Bondok,2024-04-02T22:45:08Z,https://www.youtube.com/watch?v=0LS82UXx55k,https://i.ytimg.com/vi/0LS82UXx55k/mqdefault.jpg
JZ1yjwLDL3g,محمد السالم وامينة - مزة مصرية (النسخة الأصلية) | 2014 | Mohamed Alsalim and Amina - Mozza Masrya,Mohamed AlSalim | محمد السالم,Mohamed AlSalim | محمد السالم,2015-12-01T11:41:33Z,https://www.youtube.com/watch?v=JZ1yjwLDL3g,https://i.ytimg.com/vi/JZ1yjwLDL3g/mqdefault.jpg
QUBvVTNRp4Q,حسين الجسمي - بشرة خير (فيديو كليب) | Hussain Al Jassmi - Boshret Kheir | 2014,Hussain Al Jassmi | حسين الجسمي,Hussain Al Jassmi | حسين الجسمي,2014-05-16T19:03:39Z,https://www.youtube.com/watch?v=QUBvVTNRp4Q,https://i.ytimg.com/vi/QUBvVTNRp4Q/mqdefault.jpg
eBjdzidRqqA,Bahaa Sultan - Sahby Ya Sahby (Official Music Video) | بهاء سلطان - صحبي يا صحبي (مسلسل ولاد الشمس),Sony Music Middle East,Sony Music Middle East,2025-03-07T19:16:08Z,https://www.youtube.com/watch?v=eBjdzidRqqA,https://i.ytimg.com/vi/eBjdzidRqqA/mqdefault.jpg
fdwoCsi6Ubs,قالتلي لا لا ( بجري وراها ) مصطفي ابو سريع - توزيع اسلام ساسو من مسلسل العتاولة 2 - رمضان 2025,Eslam saso - اسلام ساسو,Eslam saso - اسلام ساسو,2025-03-08T18:18:13Z,https://www.youtube.com/watch?v=fdwoCsi6Ubs,https://i.ytimg.com/vi/fdwoCsi6Ubs/mqdefault.jpg
AaTDS1LFeSo,أغنية سطلانة - غناء - عبد الباسط حمودة ومحمود الليثي وحمدي بتشان وحسن الخلعي | من فيلم #بعد_الشر,El Sobky production السبكي للإنتاج الفني,El Sobky production السبكي للإنتاج الفني,2023-04-17T19:00:04Z,https://www.youtube.com/watch?v=AaTDS1LFeSo,https://i.ytimg.com/vi/AaTDS1LFeSo/mqdefault.jpg
FuhVm-0pPBY,ملحم زين - ضلي اضحكي | Melhem Zein - Dalle D7ake,Platinum Records,Platinum Records,2017-06-27T07:49:03Z,https://www.youtube.com/watch?v=FuhVm-0pPBY,https://i.ytimg.com/vi/FuhVm-0pPBY/mqdefault.jpg
kNIr14EyTaY,Fadel Chaker - Ya Hayat El Roh | فضل شاكر - يا حياة الروح,Fadel Chaker,Fadel Chaker,2024-07-03T13:00:53Z,https://www.youtube.com/watch?v=kNIr14EyTaY,https://i.ytimg.com/vi/kNIr14EyTaY/mqdefault.jpg
UJdtg-XtG1c,Fares Karam El Tannoura فارس كرم - التنورة,Rotana,Rotana,2012-10-07T21:29:55Z,https://www.youtube.com/watch?v=UJdtg-XtG1c,https://i.ytimg.com/vi/UJdtg-XtG1c/mqdefault.jpg
mYc6HLLfQu8,Joseph Attieh - Welak (Official clip) / جوزيف عطيه - ويلك,Joseph Attieh,Joseph Attieh,2014-04-16T16:20:16Z,https://www.youtube.com/watch?v=mYc6HLLfQu8,https://i.ytimg.com/vi/mYc6HLLfQu8/mqdefault.jpg
Z5IpcUxKAv8,Wadih El Cheikh - Khatar 3al Kawkab (Official Lyric Video) | وديع الشيخ - خطر عالكوكب,Wadih El Cheikh,Wadih El Cheikh,2025-03-30T17:00:11Z,https://www.youtube.com/watch?v=Z5IpcUxKAv8,https://i.ytimg.com/vi/Z5IpcUxKAv8/mqdefault.jpg
s07lLptbJyY,أجمل أغاني الثمانينات اللبنانية \ تصوير جوي فوق مدينة زوتفن الهولندية,📷 مشوار مع آنزو 📷,📷 مشوار مع آنزو 📷,2023-07-07T12:30:29Z,https://www.youtube.com/watch?v=s07lLptbJyY,https://i.ytimg.com/vi/s07lLptbJyY/mqdefault.jpg
QqiqISFT15w,Wael Kfoury - El Bint El Awiye ( Music Video - 2021) وائل كفوري - البنت القوية,Wael Kfoury | وائل كفوري,Wael Kfoury | وائل كفوري,2021-07-11T08:57:29Z,https://www.youtube.com/watch?v=QqiqISFT15w,https://i.ytimg.com/vi/QqiqISFT15w/mqdefault.jpg
rLjTIiCPUmg,كليب أغنية &quot; أنا لبناني &quot; - عيلة فنية - جديد 2024,Ayle Faniye Family - عيلة فنية  ,Ayle Faniye Family - عيلة فنية  ,2024-11-18T11:03:52Z,https://www.youtube.com/watch?v=rLjTIiCPUmg,https://i.ytimg.com/vi/rLjTIiCPUmg/mqdefault.jpg
5sP1tiojf4I,رابح طبعاً بدون موسيقى,ميمي,ميمي,2025-05-15T18:30:06Z,https://www.youtube.com/watch?v=5sP1tiojf4I,https://i.ytimg.com/vi/5sP1tiojf4I/mqdefault.jpg
2mRmMZZY6lw,أنا مين - ماريلين نعمان - من مسلسل بالدم | Ana Min - Marilyne Naaman,Eagle Films,Eagle Films,2025-02-15T16:00:06Z,https://www.youtube.com/watch?v=2mRmMZZY6lw,https://i.ytimg.com/vi/2mRmMZZY6lw/mqdefault.jpg
0hs8mLODmsc,Marwan Khoury - Baashak Rouhik Feat Aline Lahoud (Official Audio) - مروان خوري - بعشق روحك,Marwan Khoury | مروان خوري,Marwan Khoury | مروان خوري,2013-01-18T10:06:02Z,https://www.youtube.com/watch?v=0hs8mLODmsc,https://i.ytimg.com/vi/0hs8mLODmsc/mqdefault.jpg
r-dHR_Mhcfg,Ziad Bourji - Helyani [Music Video] from the movie Welcome to Lebanon / زياد برجي - حلياني,Ziad Bourji,Ziad Bourji,2016-03-24T16:44:42Z,https://www.youtube.com/watch?v=r-dHR_Mhcfg,https://i.ytimg.com/vi/r-dHR_Mhcfg/mqdefault.jpg
osCw73O_WMo,Marwan Khoury - Kol El Qassayed / مروان خوري - كل القصايد,Rotana,Rotana,2012-10-16T03:34:25Z,https://www.youtube.com/watch?v=osCw73O_WMo,https://i.ytimg.com/vi/osCw73O_WMo/mqdefault.jpg
MamJtYJKdPU,Najwa Karam ... Maloun Abou L Echeq - Video Clip | نجوى كرم ... ملعون ابو العشق - فيديو كليب,Rotana,Rotana,2019-04-11T17:45:45Z,https://www.youtube.com/watch?v=MamJtYJKdPU,https://i.ytimg.com/vi/MamJtYJKdPU/mqdefault.jpg
EihOaWlA4zc,أغاني لبنانية قديمة - وديع الصافي Wadih El Safi,ذكريات الأيام الحلوة,ذكريات الأيام الحلوة,2021-09-01T01:53:31Z,https://www.youtube.com/watch?v=EihOaWlA4zc,https://i.ytimg.com/vi/EihOaWlA4zc/mqdefault.jpg
kwiwnAJch3Q,Fares Karam - Aal Hada | New Version - Official Video Clip 2023 | فارس كرم - عالهدا,Rotana,Rotana,2023-03-14T16:00:10Z,https://www.youtube.com/watch?v=kwiwnAJch3Q,https://i.ytimg.com/vi/kwiwnAJch3Q/mqdefault.jpg
I42beur0T1o,Jad Khalife - Taa Ya Habibi [Music Video] (2014) / جاد خليفة - تعا يا حبيبي,Jad Khalife,Jad Khalife,2014-02-26T12:57:57Z,https://www.youtube.com/watch?v=I42beur0T1o,https://i.ytimg.com/vi/I42beur0T1o/mqdefault.jpg
5i40jN0k9S0,Elissa - Hobbak Metl Beirut | Music Video 2024 إليسا - حُبَّك متل بيروت,Elissa,Elissa,2024-12-05T14:50:03Z,https://www.youtube.com/watch?v=5i40jN0k9S0,https://i.ytimg.com/vi/5i40jN0k9S0/mqdefault.jpg
YOjq0ag2DqA,Fares Karam - Elli Byekzob 3a Marto / فارس كرم - اللي بيكذب عَ مرتو,Rotana,Rotana,2012-06-25T15:53:00Z,https://www.youtube.com/watch?v=YOjq0ag2DqA,https://i.ytimg.com/vi/YOjq0ag2DqA/mqdefault.jpg
2tnAgz-juJc,Assi El Hallani - Bahebek We Bghar | Official Music Video | عاصى الحلانى - بحبك وبغار,Rotana,Rotana,2012-10-06T01:37:06Z,https://www.youtube.com/watch?v=2tnAgz-juJc,https://i.ytimg.com/vi/2tnAgz-juJc/mqdefault.jpg
